date,action,direction,price,balance,signal,pnl
2023-09-14,CLOSE,,1.073422074317932,100724.62558746329,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00098, BulkPressure=-0.00392, EntropyRegime=0.97, Neighbors=10', 'momentum': np.float64(0.0009849330300034155), 'bulk_pressure': np.float64(-0.003922399745053724), 'entropy_regime': np.float64(0.9676410183188887)}",-190.4606819153054
2023-09-15,OPEN,SHORT,1.0637166500091553,100724.62558746329,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00099, BulkPressure=-0.00122, EntropyRegime=0.97, Neighbors=10', 'momentum': np.float64(-0.0009927706239431678), 'bulk_pressure': np.float64(-0.0012172107782148233), 'entropy_regime': np.float64(0.9699204162069723)}",
2023-09-18,CLOSE,,1.0668259859085083,100413.69199752799,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00795, BulkPressure=0.00818, EntropyRegime=0.95, Neighbors=10', 'momentum': np.float64(-0.007945381276173957), 'bulk_pressure': np.float64(0.008175185247132054), 'entropy_regime': np.float64(0.94645336430251)}",-310.93358993530273
2023-09-19,OPEN,LONG,1.0692671537399292,100413.69199752799,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00387, BulkPressure=0.00267, EntropyRegime=0.96, Neighbors=10', 'momentum': np.float64(0.003872039024691909), 'bulk_pressure': np.float64(0.002666392953712176), 'entropy_regime': np.float64(0.9591518560428239)}",
2023-09-21,CLOSE,,1.065303087234497,100017.28534698478,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00000, BulkPressure=0.00580, EntropyRegime=0.96, Neighbors=10', 'momentum': np.float64(-2.707176499194396e-07), 'bulk_pressure': np.float64(0.005798292070658962), 'entropy_regime': np.float64(0.9605828664941413)}",-396.4066505432129
2023-09-28,OPEN,SHORT,1.0505305528640747,100017.28534698478,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00090, BulkPressure=-0.00355, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0009042831626126957), 'bulk_pressure': np.float64(-0.0035497459022239483), 'entropy_regime': np.float64(0.9961549100302085)}",
2023-10-02,CLOSE,,1.0565240383148191,99417.93680191034,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00715, BulkPressure=0.00165, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(0.007152739095445398), 'bulk_pressure': np.float64(0.0016534953522335564), 'entropy_regime': np.float64(0.992201568255854)}",-599.3485450744407
2023-10-02,OPEN,LONG,1.0565240383148191,99417.93680191034,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00715, BulkPressure=0.00165, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(0.007152739095445398), 'bulk_pressure': np.float64(0.0016534953522335564), 'entropy_regime': np.float64(0.992201568255854)}",
2023-10-04,CLOSE,,1.0472300052642822,98488.53349685666,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00653, BulkPressure=0.01197, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(-0.006530450432000101), 'bulk_pressure': np.float64(0.01197266389069002), 'entropy_regime': np.float64(0.9907813159708669)}",-929.4033050536888
2023-10-09,OPEN,LONG,1.056747317314148,98488.53349685666,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00447, BulkPressure=0.00182, EntropyRegime=0.98, Neighbors=10', 'momentum': np.float64(0.004469025830511042), 'bulk_pressure': np.float64(0.0018206956092072573), 'entropy_regime': np.float64(0.9839563959383515)}",
2023-10-10,CLOSE,,1.0578875541687012,98602.55718231198,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00268, BulkPressure=-0.00064, EntropyRegime=0.98, Neighbors=10', 'momentum': np.float64(0.0026760281511910345), 'bulk_pressure': np.float64(-0.0006402253983335125), 'entropy_regime': np.float64(0.9762183531901174)}",114.02368545532227
2023-10-13,OPEN,LONG,1.0536741018295288,98602.55718231198,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00234, BulkPressure=0.00385, EntropyRegime=0.97, Neighbors=10', 'momentum': np.float64(0.0023448849107449766), 'bulk_pressure': np.float64(0.0038543716624795), 'entropy_regime': np.float64(0.9652832495910814)}",
2023-10-16,CLOSE,,1.052155375480652,98450.68454742432,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00777, BulkPressure=0.01487, EntropyRegime=0.95, Neighbors=10', 'momentum': np.float64(-0.0077728645575902535), 'bulk_pressure': np.float64(0.01487318568804086), 'entropy_regime': np.float64(0.9457197810518326)}",-151.87263488767312
2023-10-17,OPEN,SHORT,1.055431246757507,98450.68454742432,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00076, BulkPressure=-0.00004, EntropyRegime=0.94, Neighbors=10', 'momentum': np.float64(-0.0007562629698484868), 'bulk_pressure': np.float64(-3.877316174952735e-05), 'entropy_regime': np.float64(0.941831002753976)}",
2023-10-18,CLOSE,,1.057305932044983,98263.21601867673,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00376, BulkPressure=0.00536, EntropyRegime=0.94, Neighbors=10', 'momentum': np.float64(0.0037573241157128567), 'bulk_pressure': np.float64(0.005362235702073466), 'entropy_regime': np.float64(0.9381759587776523)}",-187.4685287475808
2023-10-18,OPEN,LONG,1.057305932044983,98263.21601867673,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00376, BulkPressure=0.00536, EntropyRegime=0.94, Neighbors=10', 'momentum': np.float64(0.0037573241157128567), 'bulk_pressure': np.float64(0.005362235702073466), 'entropy_regime': np.float64(0.9381759587776523)}",
2023-10-20,CLOSE,,1.0586491823196411,98397.54104614255,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00273, BulkPressure=0.01358, EntropyRegime=0.95, Neighbors=10', 'momentum': np.float64(-0.002734005913640225), 'bulk_pressure': np.float64(0.013578911053185271), 'entropy_regime': np.float64(0.9468486175307869)}",134.3250274658203
2023-10-23,OPEN,LONG,1.0589966773986816,98397.54104614255,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00490, BulkPressure=0.00406, EntropyRegime=0.96, Neighbors=10', 'momentum': np.float64(0.004897434248511567), 'bulk_pressure': np.float64(0.00405609546523057), 'entropy_regime': np.float64(0.960232517167767)}",
2023-10-25,CLOSE,,1.059535264968872,98451.39980316159,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00717, BulkPressure=-0.00178, EntropyRegime=0.98, Neighbors=10', 'momentum': np.float64(0.007167147861376321), 'bulk_pressure': np.float64(-0.0017784760617506484), 'entropy_regime': np.float64(0.9752632600834603)}",53.85875701904297
2023-10-27,OPEN,SHORT,1.0564459562301636,98451.39980316159,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00296, BulkPressure=-0.00221, EntropyRegime=0.98, Neighbors=10', 'momentum': np.float64(-0.002955326378283674), 'bulk_pressure': np.float64(-0.002210279641174543), 'entropy_regime': np.float64(0.9781867326855084)}",
2023-10-30,CLOSE,,1.0562450885772705,98471.4865684509,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00028, BulkPressure=0.00191, EntropyRegime=0.96, Neighbors=10', 'momentum': np.float64(-0.0002818946778925968), 'bulk_pressure': np.float64(0.0019142262947739045), 'entropy_regime': np.float64(0.9647360411172902)}",20.08676528930664
2023-10-31,OPEN,SHORT,1.061503529548645,98471.4865684509,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00019, BulkPressure=-0.00241, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(-0.00018522989691253656), 'bulk_pressure': np.float64(-0.002412431554343633), 'entropy_regime': np.float64(0.988894082672553)}",
2023-11-01,CLOSE,,1.0579099655151367,98830.84297180173,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00433, BulkPressure=-0.00711, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.004334571436648532), 'bulk_pressure': np.float64(-0.0071093057562291425), 'entropy_regime': np.float64(1.0021015167980007)}",359.3564033508301
2023-11-02,OPEN,SHORT,1.05870521068573,98830.84297180173,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00390, BulkPressure=-0.00420, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0039002638455390313), 'bulk_pressure': np.float64(-0.004200294710310317), 'entropy_regime': np.float64(1.004566673118686)}",
2023-11-03,CLOSE,,1.061909317970276,98510.43224334711,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00037, BulkPressure=-0.01013, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.0003652308193802245), 'bulk_pressure': np.float64(-0.010130591482850695), 'entropy_regime': np.float64(0.9968490281191695)}",-320.41072845461207
2023-11-07,OPEN,LONG,1.0721560716629028,98510.43224334711,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00986, BulkPressure=0.00777, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.00986328544611036), 'bulk_pressure': np.float64(0.007769893596720906), 'entropy_regime': np.float64(1.0143013098151494)}",
2023-11-08,CLOSE,,1.0696102380752563,98255.84888458246,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00167, BulkPressure=-0.00279, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0016662573949427274), 'bulk_pressure': np.float64(-0.002793852842214462), 'entropy_regime': np.float64(1.0141981186630618)}",-254.58335876464844
2023-11-08,OPEN,SHORT,1.0696102380752563,98255.84888458246,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00167, BulkPressure=-0.00279, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0016662573949427274), 'bulk_pressure': np.float64(-0.002793852842214462), 'entropy_regime': np.float64(1.0141981186630618)}",
2023-11-10,CLOSE,,1.0667576789855957,98541.10479354853,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00093, BulkPressure=0.02098, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.0009252460315644584), 'bulk_pressure': np.float64(0.02097762085039153), 'entropy_regime': np.float64(1.0157651878045584)}",285.25590896606445
2023-11-10,OPEN,LONG,1.0667576789855957,98541.10479354853,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00093, BulkPressure=0.02098, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.0009252460315644584), 'bulk_pressure': np.float64(0.02097762085039153), 'entropy_regime': np.float64(1.0157651878045584)}",
2023-11-13,CLOSE,,1.069015622138977,98766.89910888666,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00463, BulkPressure=-0.00867, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.004626003807163742), 'bulk_pressure': np.float64(-0.008672931541874372), 'entropy_regime': np.float64(1.0158774475523054)}",225.79431533813477
2023-11-13,OPEN,SHORT,1.069015622138977,98766.89910888666,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00463, BulkPressure=-0.00867, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.004626003807163742), 'bulk_pressure': np.float64(-0.008672931541874372), 'entropy_regime': np.float64(1.0158774475523054)}",
2023-11-14,CLOSE,,1.0701825618743896,98650.2051353454,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00131, BulkPressure=0.00270, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.001313158285172561), 'bulk_pressure': np.float64(0.002695695559743978), 'entropy_regime': np.float64(1.0136952073749275)}",-116.69397354125977
2023-11-14,OPEN,LONG,1.0701825618743896,98650.2051353454,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00131, BulkPressure=0.00270, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.001313158285172561), 'bulk_pressure': np.float64(0.002695695559743978), 'entropy_regime': np.float64(1.0136952073749275)}",
2023-11-15,CLOSE,,1.0878314971923828,100415.09866714472,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00039, BulkPressure=-0.01022, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0003892135191265911), 'bulk_pressure': np.float64(-0.010219948609909539), 'entropy_regime': np.float64(1.0115682609882624)}",1764.8935317993164
2023-11-16,OPEN,LONG,1.0854581594467163,100415.09866714472,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.01505, BulkPressure=0.01385, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.015053365123072687), 'bulk_pressure': np.float64(0.013845027402050967), 'entropy_regime': np.float64(1.0122738125390074)}",
2023-11-17,CLOSE,,1.0853756666183472,100406.8493843078,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00367, BulkPressure=-0.00749, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0036741258455169623), 'bulk_pressure': np.float64(-0.00749415027265232), 'entropy_regime': np.float64(1.011837980523064)}",-8.249282836914062
2023-11-17,OPEN,SHORT,1.0853756666183472,100406.8493843078,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00367, BulkPressure=-0.00749, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0036741258455169623), 'bulk_pressure': np.float64(-0.00749415027265232), 'entropy_regime': np.float64(1.011837980523064)}",
2023-11-21,CLOSE,,1.0945948362350464,99484.93242263788,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00342, BulkPressure=0.00220, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0034180820706364466), 'bulk_pressure': np.float64(0.002200146340083944), 'entropy_regime': np.float64(1.0062303382877746)}",-921.9169616699219
2023-11-21,OPEN,LONG,1.0945948362350464,99484.93242263788,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00342, BulkPressure=0.00220, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0034180820706364466), 'bulk_pressure': np.float64(0.002200146340083944), 'entropy_regime': np.float64(1.0062303382877746)}",
2023-11-22,CLOSE,,1.0918222665786743,99207.67545700067,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00228, BulkPressure=-0.00689, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.0022771691087432435), 'bulk_pressure': np.float64(-0.006885693927868474), 'entropy_regime': np.float64(1.004987113041764)}",-277.25696563720703
2023-11-30,OPEN,LONG,1.0973695516586304,99207.67545700067,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00252, BulkPressure=0.00062, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.0025153929513827833), 'bulk_pressure': np.float64(0.0006203137226064217), 'entropy_regime': np.float64(1.0040883427556047)}",
2023-12-01,CLOSE,,1.089205980300903,98391.31832122794,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00477, BulkPressure=0.00157, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.004773894554360586), 'bulk_pressure': np.float64(0.0015742744975457313), 'entropy_regime': np.float64(1.0037875164603451)}",-816.3571357727272
2023-12-07,OPEN,SHORT,1.076669692993164,98391.31832122794,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00442, BulkPressure=-0.00425, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.00441636336152888), 'bulk_pressure': np.float64(-0.004247344620412371), 'entropy_regime': np.float64(1.0096868972679545)}",
2023-12-08,CLOSE,,1.079214334487915,98136.85417175284,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00284, BulkPressure=0.00602, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0028387529353843034), 'bulk_pressure': np.float64(0.006015325904802254), 'entropy_regime': np.float64(1.0104935768868681)}",-254.46414947509766
2023-12-12,OPEN,SHORT,1.076658010482788,98136.85417175284,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00291, BulkPressure=-0.01001, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.00291381703715094), 'bulk_pressure': np.float64(-0.01000500899874103), 'entropy_regime': np.float64(1.0093656943593563)}",
2023-12-14,CLOSE,,1.0886130332946775,96941.3518905639,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00252, BulkPressure=0.00370, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.002518121289887404), 'bulk_pressure': np.float64(0.0037042183419026043), 'entropy_regime': np.float64(1.0115797391130008)}",-1195.5022811889426
2023-12-14,OPEN,LONG,1.0886130332946775,96941.3518905639,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00252, BulkPressure=0.00370, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.002518121289887404), 'bulk_pressure': np.float64(0.0037042183419026043), 'entropy_regime': np.float64(1.0115797391130008)}",
2023-12-18,CLOSE,,1.0895264148712158,97032.69004821774,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00923, BulkPressure=-0.00779, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.009226893037221618), 'bulk_pressure': np.float64(-0.0077888008095798895), 'entropy_regime': np.float64(1.0101394977499032)}",91.33815765383079
2023-12-21,OPEN,LONG,1.094570875167847,97032.69004821774,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00507, BulkPressure=0.01212, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0050667305355980964), 'bulk_pressure': np.float64(0.012123312151607099), 'entropy_regime': np.float64(1.0067405059922854)}",
2023-12-22,CLOSE,,1.100618600845337,97637.46261596674,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00335, BulkPressure=0.00249, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.003354949656943873), 'bulk_pressure': np.float64(0.002491909341102243), 'entropy_regime': np.float64(1.0060336578537927)}",604.7725677490013
2023-12-26,OPEN,LONG,1.1020255088806152,97637.46261596674,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00506, BulkPressure=0.00012, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.005057479384105001), 'bulk_pressure': np.float64(0.00012111530357546455), 'entropy_regime': np.float64(1.0239087628968035)}",
2023-12-27,CLOSE,,1.1043012142181396,97865.03314971918,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00090, BulkPressure=-0.00708, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.0009030963354153432), 'bulk_pressure': np.float64(-0.007075704335357355), 'entropy_regime': np.float64(1.020665342615658)}",227.5705337524414
2023-12-28,OPEN,LONG,1.110864281654358,97865.03314971918,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00167, BulkPressure=0.00290, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.0016687675152122772), 'bulk_pressure': np.float64(0.0028997213325366563), 'entropy_regime': np.float64(1.0228211032132217)}",
2023-12-29,CLOSE,,1.1068191528320312,97460.52026748651,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00547, BulkPressure=-0.00108, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.005466594910237999), 'bulk_pressure': np.float64(-0.0010771764362338344), 'entropy_regime': np.float64(1.0203366043114497)}",-404.512882232666
2024-01-02,OPEN,SHORT,1.1038745641708374,97460.52026748651,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00408, BulkPressure=-0.00433, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.004082449555038387), 'bulk_pressure': np.float64(-0.004334663956157219), 'entropy_regime': np.float64(1.0148314503574658)}",
2024-01-03,CLOSE,,1.0941756963729858,98430.40704727167,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00334, BulkPressure=0.01558, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.0033403715838213168), 'bulk_pressure': np.float64(0.015582318070590677), 'entropy_regime': np.float64(1.0211201765904065)}",969.8867797851562
2024-01-04,OPEN,SHORT,1.0927767753601074,98430.40704727167,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00904, BulkPressure=-0.00783, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.009044825230770492), 'bulk_pressure': np.float64(-0.00783034099114055), 'entropy_regime': np.float64(1.017911444370974)}",
2024-01-05,CLOSE,,1.0947387218475342,98234.212398529,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00170, BulkPressure=0.00906, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.0017045971197831079), 'bulk_pressure': np.float64(0.009062216601214094), 'entropy_regime': np.float64(1.019186758176345)}",-196.19464874267578
2024-01-16,OPEN,SHORT,1.094570875167847,98234.212398529,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00026, BulkPressure=-0.00839, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0002592180904890717), 'bulk_pressure': np.float64(-0.008389686204882141), 'entropy_regime': np.float64(1.011589784056143)}",
2024-01-17,CLOSE,,1.087878942489624,98903.40566635129,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00356, BulkPressure=0.01206, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0035563339049075383), 'bulk_pressure': np.float64(0.012061110803446316), 'entropy_regime': np.float64(1.0116904680554524)}",669.1932678222878
2024-01-22,OPEN,SHORT,1.089229702949524,98903.40566635129,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00041, BulkPressure=-0.00128, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0004112730574813928), 'bulk_pressure': np.float64(-0.0012814174055228752), 'entropy_regime': np.float64(1.0102194458621019)}",
2024-01-23,CLOSE,,1.088020920753479,99024.28388595578,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00161, BulkPressure=-0.01423, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.001608430910062536), 'bulk_pressure': np.float64(-0.014226000915742689), 'entropy_regime': np.float64(1.008067741922947)}",120.87821960449219
2024-01-24,OPEN,SHORT,1.0857881307601929,99024.28388595578,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00082, BulkPressure=-0.00506, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0008158022845922153), 'bulk_pressure': np.float64(-0.005064600633818738), 'entropy_regime': np.float64(1.005602353359909)}",
2024-01-25,CLOSE,,1.088174819946289,98785.61496734616,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00138, BulkPressure=0.00529, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0013793327736081108), 'bulk_pressure': np.float64(0.0052896457926177205), 'entropy_regime': np.float64(1.0047267575819079)}",-238.66891860961914
2024-01-26,OPEN,LONG,1.0847046375274658,98785.61496734616,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00282, BulkPressure=0.00100, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.0028249498810612563), 'bulk_pressure': np.float64(0.0010000294539957637), 'entropy_regime': np.float64(1.0038083101782593)}",
2024-01-29,CLOSE,,1.0843517780303955,98750.32901763913,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00230, BulkPressure=0.00592, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0022994597583449574), 'bulk_pressure': np.float64(0.005920565818940576), 'entropy_regime': np.float64(1.0080890674972374)}",-35.28594970703125
2024-01-30,OPEN,LONG,1.0834470987319946,98750.32901763913,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00088, BulkPressure=0.00764, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.0008776535820964105), 'bulk_pressure': np.float64(0.007637362345747265), 'entropy_regime': np.float64(1.0037624101230092)}",
2024-01-31,CLOSE,,1.08433997631073,98839.61677551267,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00023, BulkPressure=-0.00223, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.0002282979816941033), 'bulk_pressure': np.float64(-0.002230352011869172), 'entropy_regime': np.float64(1.001907023607999)}",89.28775787353516
2024-02-01,OPEN,LONG,1.0803920030593872,98839.61677551267,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00171, BulkPressure=0.00061, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.001712484655183183), 'bulk_pressure': np.float64(0.0006143488736656323), 'entropy_regime': np.float64(1.0049013242513538)}",
2024-02-02,CLOSE,,1.0874648094177246,99546.8974113464,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00301, BulkPressure=-0.00299, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0030097885733693487), 'bulk_pressure': np.float64(-0.0029945525657180515), 'entropy_regime': np.float64(1.0042229351024166)}",707.2806358337402
2024-02-02,OPEN,SHORT,1.0874648094177246,99546.8974113464,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00301, BulkPressure=-0.00299, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0030097885733693487), 'bulk_pressure': np.float64(-0.0029945525657180515), 'entropy_regime': np.float64(1.0042229351024166)}",
2024-02-05,CLOSE,,1.0780043601989746,100492.9423332214,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00679, BulkPressure=0.00467, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.006786378160091144), 'bulk_pressure': np.float64(0.004668243158808272), 'entropy_regime': np.float64(1.0011888346125712)}",946.044921875
2024-02-05,OPEN,LONG,1.0780043601989746,100492.9423332214,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00679, BulkPressure=0.00467, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.006786378160091144), 'bulk_pressure': np.float64(0.004668243158808272), 'entropy_regime': np.float64(1.0011888346125712)}",
2024-02-06,CLOSE,,1.0741831064224243,100110.81695556638,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00793, BulkPressure=-0.00063, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.00793493949610965), 'bulk_pressure': np.float64(-0.0006324448166682808), 'entropy_regime': np.float64(1.001644061671557)}",-382.1253776550293
2024-02-06,OPEN,SHORT,1.0741831064224243,100110.81695556638,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00793, BulkPressure=-0.00063, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.00793493949610965), 'bulk_pressure': np.float64(-0.0006324448166682808), 'entropy_regime': np.float64(1.001644061671557)}",
