Date,Close,High,Low,Open,Volume
2022-01-03,1.2658799886703491,1.277809977531433,1.2644000053405762,1.2657099962234497,0
2022-01-04,1.275130033493042,1.2765599489212036,1.2667200565338135,1.2751400470733643,0
2022-01-05,1.2704399824142456,1.2739200592041016,1.2691099643707275,1.2703499794006348,0
2022-01-06,1.2760100364685059,1.2813299894332886,1.2722599506378174,1.2757600545883179,0
2022-01-07,1.2730200290679932,1.2729599475860596,1.2642600536346436,1.2726900577545166,0
2022-01-10,1.2646900415420532,1.2692899703979492,1.2610000371932983,1.2645599842071533,0
2022-01-11,1.2664999961853027,1.2669199705123901,1.2596999406814575,1.2665300369262695,0
2022-01-12,1.2577500343322754,1.257889986038208,1.2498600482940674,1.257889986038208,0
2022-01-13,1.2501599788665771,1.250980019569397,1.2452000379562378,1.2502700090408325,0
2022-01-14,1.2507799863815308,1.2552800178527832,1.2471200227737427,1.2509299516677856,0
2022-01-17,1.2542200088500977,1.2550899982452393,1.2499699592590332,1.2540899515151978,0
2022-01-18,1.2515699863433838,1.2548099756240845,1.2484999895095825,1.2513999938964844,0
2022-01-19,1.249750018119812,1.2523900270462036,1.2454999685287476,1.2496299743652344,0
2022-01-20,1.2510900497436523,1.2510900497436523,1.2454299926757812,1.251039981842041,0
2022-01-21,1.2500300407409668,1.255210041999817,1.249809980392456,1.249809980392456,0
2022-01-24,1.256100058555603,1.27006995677948,1.2553000450134277,1.256350040435791,0
2022-01-25,1.2625499963760376,1.266800045967102,1.2619500160217285,1.2626700401306152,0
2022-01-26,1.2615900039672852,1.2638200521469116,1.2559499740600586,1.261579990386963,0
2022-01-27,1.2658499479293823,1.2725900411605835,1.2650500535964966,1.265589952468872,0
2022-01-28,1.2745699882507324,1.2796200513839722,1.2711000442504883,1.2745100259780884,0
2022-01-31,1.2759100198745728,1.277459979057312,1.2693599462509155,1.2760900259017944,0
2022-02-01,1.2717399597167969,1.272510051727295,1.265429973602295,1.2719199657440186,0
2022-02-02,1.2689599990844727,1.2704499959945679,1.2647700309753418,1.2691600322723389,0
2022-02-03,1.2686400413513184,1.2714699506759644,1.266129970550537,1.2685799598693848,0
2022-02-04,1.2678500413894653,1.2787200212478638,1.2661999464035034,1.2679100036621094,0
2022-02-07,1.274530053138733,1.2754299640655518,1.2672300338745117,1.274530053138733,0
2022-02-08,1.2665599584579468,1.2719800472259521,1.2663999795913696,1.2665899991989136,0
2022-02-09,1.2705399990081787,1.2714500427246094,1.267009973526001,1.270400047302246,0
2022-02-10,1.26760995388031,1.2718100547790527,1.2635899782180786,1.267680048942566,0
2022-02-11,1.2732000350952148,1.2753100395202637,1.267300009727478,1.2733399868011475,0
2022-02-14,1.2723499536514282,1.2782599925994873,1.2721799612045288,1.272189974784851,0
2022-02-15,1.272860050201416,1.277359962463379,1.270169973373413,1.2727999687194824,0
2022-02-16,1.2723699808120728,1.2724900245666504,1.2665599584579468,1.2724800109863281,0
2022-02-17,1.2695399522781372,1.273110032081604,1.2679200172424316,1.2696199417114258,0
2022-02-18,1.2704800367355347,1.2752100229263306,1.267199993133545,1.2708499431610107,0
2022-02-21,1.2756600379943848,1.2758599519729614,1.2720999717712402,1.2755800485610962,0
2022-02-22,1.2755999565124512,1.2768399715423584,1.2717000246047974,1.2756199836730957,0
2022-02-23,1.276710033416748,1.2767800092697144,1.2681299448013306,1.2767399549484253,0
2022-02-24,1.2733900547027588,1.287660002708435,1.2732700109481812,1.2732700109481812,0
2022-02-25,1.2809499502182007,1.28193998336792,1.2734999656677246,1.280709981918335,0
2022-02-28,1.2755199670791626,1.280869960784912,1.2661099433898926,1.2759499549865723,0
2022-03-01,1.2666499614715576,1.2710299491882324,1.2653599977493286,1.2664999961853027,0
2022-03-02,1.2723499536514282,1.2743500471115112,1.265660047531128,1.2723499536514282,0
2022-03-03,1.2646100521087646,1.2691099643707275,1.2588399648666382,1.2646000385284424,0
2022-03-04,1.2670300006866455,1.2789299488067627,1.2669800519943237,1.267009973526001,0
2022-03-07,1.2714099884033203,1.2778799533843994,1.2685699462890625,1.2712700366973877,0
2022-03-08,1.2801400423049927,1.2898800373077393,1.2796000242233276,1.2798999547958374,0
2022-03-09,1.2889000177383423,1.2891299724578857,1.2804100513458252,1.288789987564087,0
2022-03-10,1.2798500061035156,1.2840299606323242,1.275920033454895,1.2791199684143066,0
2022-03-11,1.275589942932129,1.279270052909851,1.2693899869918823,1.2755999565124512,0
2022-03-14,1.2735400199890137,1.2788900136947632,1.273319959640503,1.2736599445343018,0
2022-03-15,1.2821099758148193,1.2870099544525146,1.279039978981018,1.2821099758148193,0
2022-03-16,1.2768800258636475,1.2774399518966675,1.2690600156784058,1.2769999504089355,0
2022-03-17,1.2686799764633179,1.2696800231933594,1.2636200189590454,1.2687100172042847,0
2022-03-18,1.263159990310669,1.264639973640442,1.2595700025558472,1.2632399797439575,0
2022-03-21,1.2605799436569214,1.2620899677276611,1.2574800252914429,1.2605500221252441,0
2022-03-22,1.2588000297546387,1.2620699405670166,1.2570500373840332,1.2589999437332153,0
