Date,Close,High,Low,Open,Volume
2022-01-03,0.7268181443214417,0.7279079556465149,0.7185900807380676,0.7268498539924622,0
2022-01-04,0.7197999358177185,0.7248998284339905,0.7185301780700684,0.7196900844573975,0
2022-01-05,0.7238802313804626,0.7271801829338074,0.7223398089408875,0.7241076827049255,0
2022-01-06,0.7220800518989563,0.722300112247467,0.7146599292755127,0.722300112247467,0
2022-01-07,0.7162600159645081,0.71859210729599,0.7131090760231018,0.7163991332054138,0
2022-01-10,0.7179111242294312,0.7205129861831665,0.7149393558502197,0.7178699374198914,0
2022-01-11,0.71809983253479,0.7200978994369507,0.7155701518058777,0.7181999087333679,0
2022-01-12,0.7209799885749817,0.7279201745986938,0.7200901508331299,0.7212998270988464,0
2022-01-13,0.7282207608222961,0.7313999533653259,0.7274896502494812,0.7281995415687561,0
2022-01-14,0.7282260060310364,0.7295010089874268,0.722180187702179,0.7280197739601135,0
2022-01-17,0.7216517329216003,0.7230997681617737,0.7196201682090759,0.7216413021087646,0
2022-01-18,0.7210798263549805,0.7227783203125,0.7176175117492676,0.7211599349975586,0
2022-01-19,0.7187501788139343,0.7238100171089172,0.7178699374198914,0.7189300060272217,0
2022-01-20,0.721700131893158,0.7275600433349609,0.7216725945472717,0.7218131422996521,0
2022-01-21,0.7217090129852295,0.7217501401901245,0.7181699872016907,0.7217501401901245,0
2022-01-24,0.7187884449958801,0.7189072370529175,0.7092399597167969,0.7186489701271057,0
2022-01-25,0.715449869632721,0.7172402143478394,0.7121898531913757,0.7155097723007202,0
2022-01-26,0.7158800363540649,0.7177998423576355,0.7150799632072449,0.7158800363540649,0
2022-01-27,0.7122999429702759,0.7121401429176331,0.7042104601860046,0.7121401429176331,0
2022-01-28,0.7035500407218933,0.7047216296195984,0.6968601942062378,0.703700065612793,0
2022-01-31,0.6997998356819153,0.7079144716262817,0.6993202567100525,0.6994279026985168,0
2022-02-01,0.7068301439285278,0.7117944359779358,0.7034698724746704,0.706589937210083,0
2022-02-02,0.7133991122245789,0.7158401012420654,0.7119302749633789,0.7134092450141907,0
2022-02-03,0.7120797634124756,0.7168001532554626,0.710989773273468,0.712088406085968,0
2022-02-04,0.7145000696182251,0.7152999043464661,0.7052300572395325,0.7141898274421692,0
2022-02-07,0.7080298066139221,0.7122999429702759,0.706589937210083,0.7079796195030212,0
2022-02-08,0.7129998207092285,0.71387779712677,0.7107598185539246,0.7128000259399414,0
2022-02-09,0.7145919799804688,0.7194099426269531,0.7143198847770691,0.7146021723747253,0
2022-02-10,0.7177411317825317,0.7248099446296692,0.715130090713501,0.7176700234413147,0
2022-02-11,0.7161697745323181,0.7183908224105835,0.7110499143600464,0.716159999370575,0
2022-02-14,0.7144796252250671,0.7146583199501038,0.7086921334266663,0.7146583199501038,0
2022-02-15,0.7132098078727722,0.715610146522522,0.7103584408760071,0.7132800221443176,0
2022-02-16,0.7149087190628052,0.7184939980506897,0.7144898176193237,0.7148422598838806,0
2022-02-17,0.7194502949714661,0.7217501401901245,0.7151592373847961,0.7192500829696655,0
2022-02-18,0.71893310546875,0.7229999303817749,0.7167600989341736,0.7187212109565735,0
2022-02-21,0.7171697616577148,0.722300112247467,0.7168407440185547,0.7172314524650574,0
2022-02-22,0.718450129032135,0.7233999967575073,0.7181999087333679,0.7185998558998108,0
2022-02-23,0.7226895689964294,0.7283798456192017,0.7221301198005676,0.7227297425270081,0
2022-02-24,0.7227997779846191,0.7228620052337646,0.7096275091171265,0.7228620052337646,0
2022-02-25,0.7160200476646423,0.7235575318336487,0.7146021723747253,0.7160200476646423,0
2022-02-28,0.7186489701271057,0.726374626159668,0.7169486880302429,0.7180812358856201,0
2022-03-01,0.7262001037597656,0.7290999889373779,0.72455894947052,0.7261109352111816,0
2022-03-02,0.7261425852775574,0.7290202379226685,0.7244119644165039,0.7260582447052002,0
2022-03-03,0.729341447353363,0.7347998023033142,0.7276400327682495,0.7292701005935669,0
2022-03-04,0.7336999773979187,0.7375174760818481,0.7303198575973511,0.7336299419403076,0
2022-03-07,0.7394808530807495,0.7437487840652466,0.7319599390029907,0.7392075657844543,0
2022-03-08,0.7328498363494873,0.7347900867462158,0.724658727645874,0.7329298853874207,0
2022-03-09,0.7267916798591614,0.7338000535964966,0.7268297076225281,0.7271997332572937,0
